round,treatment,condition,lab.id,subject.id,pair.num,key.2,key.1.1,key.1.2,key.1.3,key.1.4,levenshtein,nonresponse
1,Restudy,8,9,4,12,i cannot remember,botanical,botanical,botanicals,botanical,15,1
1,Restudy,8,9,4,13,i cannot remember,lamb,lamb,lamb,lamb,14,1
1,Restudy,8,9,4,14,plane,plane,plane,plane,plane,0,0
1,Restudy,8,9,4,15,uug,uugg,uugg,uugg,uugg,1,0
1,Restudy,8,9,4,16,,far away,far away,far away,far away,8,1
1,Restudy,8,9,4,17,hairy,hairy,hairy,hairy,hairy,0,0
1,Restudy,8,9,4,18,fat pipe,fat pipe,round pipe,round pipe,round pipe,0,0
1,Restudy,8,9,4,19,i cannot remember,pass by,pass by,pass by,pass by,14,1
1,Restudy,8,9,4,20,bury,burry,burry,burry,burry,1,0
1,Restudy,8,9,4,21,allah,allah,allah,allah,allah,0,0
1,Restudy,8,9,4,22,eliminate,elements,elements,elements,elements,4,0
1,Restudy,8,9,4,23,desert,destined,destined,destined,destined,5,0
1,Restudy,8,9,4,24,rush,rush,rush,rush,rush,0,0
1,Restudy,8,9,4,25,i cannot remember,horns,horns,horns,horn,15,1
1,Restudy,8,9,4,26,i cannot remember,durable,durable,durable,durable,15,1
1,Restudy,8,9,4,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Restudy,8,9,4,28,moshulu,moshulu,moshulu,moshulu,mosulu,0,0
1,Restudy,8,9,4,29,i cannot remember,admirable,admirable,admirable,admirable,14,1
1,Restudy,8,9,4,30,da finale,the finale,the finale,the finale,the finale,3,0
1,Restudy,8,9,4,31,i cannot remember,summon,summon,summon,summon,15,1
1,Restudy,8,9,4,32,whatsup,whats up,whats up,whats up,whats up,1,0
1,Restudy,8,9,4,33,you sing,you sing to me,you sing to me,you sing to me,you sing to me,6,0
1,Restudy,8,9,4,34,i cannot remember,i could not come up with a word,under oath,under oath,under oath,15,1
1,Restudy,8,9,4,35,i cannot remember,geriatrics,geriatrics,geriatrics,geriatrics,15,1
1,Restudy,8,9,4,36,luge,luge,luge,luge,luge,0,0
1,Restudy,8,9,4,37,i cannot remember,take apart,take apart,take apart,take apart,15,1
1,Restudy,8,9,4,38,churro,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,28,0
1,Restudy,8,9,4,39,king ka,king crab,king crab,king crab,king crab,3,0
1,Restudy,8,9,4,40,duty,a duty calls,a duty,a duty,a duty,2,0
1,Restudy,8,9,4,41,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Restudy,8,9,4,42,i cannot remember,muddy,muddy,muddy,muddy,16,1
1,Restudy,8,9,4,43,i cannot remember,achoo,achoo,achoo,achoo,15,1
1,Restudy,8,9,4,44,vroom,vacuum vroom,vacuum vroom,vacuum vroom,vacuum vroom,7,0
1,Restudy,8,9,4,45,i cannot remember,sea,sea,sea,sea,16,1
1,Restudy,8,9,4,46,i cannot remember,shame,charming,charming,charming,14,1
1,Restudy,8,9,4,47,i cannot remember,you fake,fake,fake,fake,14,1
1,Restudy,8,9,4,48,i cannot remember,jiffy,jiffy,jiffy,jiffy,17,1
1,Restudy,8,10,5,1,i cannot remember,i could not come up with  word,i could not come up with a word,i could not come up with a word,i could not come up with a word,20,1
1,Restudy,8,10,5,2,yay,yay,yay,yay,yay,0,0
1,Restudy,8,10,5,3,chocolate,chocolate,chocolate,chocolate,chocolate,0,0
1,Restudy,8,10,5,4,lesson,loosen,loosen,loosen,loosen,3,0
1,Restudy,8,10,5,5,remember,remember,remember,remember,remember,0,0
1,Restudy,8,10,5,6,fun,fun,fun,fun,fun,0,0
1,Restudy,8,10,5,7,hand,hide,hide,hide,hide,3,0
1,Restudy,8,10,5,8,stanza,stanza,stanza,stanza,stanza,0,0
1,Restudy,8,10,5,9,tablet,tablet,tablet,tablet,tablet,0,0
1,Restudy,8,10,5,10,haiti,haiti,haiti,haiti,haiti,0,0
1,Restudy,8,10,5,11,zest,i could not come up with a word,zest,zest,zest,0,0
1,Restudy,8,10,5,12,sustain,sustainable,sustain,sustain,sustain,0,0
1,Restudy,8,10,5,13,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Restudy,8,10,5,14,winged,winged,winged,winged,winged,0,0
1,Restudy,8,10,5,15,boo,boo,boo,boo,boo,0,0
1,Restudy,8,10,5,16,far,far,far,far,far,0,0
1,Restudy,8,10,5,17,hairy,i could not come up with a word,i could not come up with a word,hairy,hairy,0,0
1,Restudy,8,10,5,18,pipe,pipe,pipe,pipe,pipe,0,0
1,Restudy,8,10,5,19,peace,peace,peace,peace,peace,0,0
1,Restudy,8,10,5,20,bury,bury,bury,bury,bury,0,0
1,Restudy,8,10,5,21,i cannot remember,allah,allah,allah,allah,16,1
1,Restudy,8,10,5,22,elementary,elementary,elementary,elementary,elementary,0,0
1,Restudy,8,10,5,23,destiny,destination,destination,destination,destination,5,0
1,Restudy,8,10,5,24,rushed,rushed,rushed,rushed,rushed,0,0
1,Restudy,8,10,5,25,exhale,exhale,exhale,exhale,exhale,0,0
1,Restudy,8,10,5,26,dorm,i could not come up with a word,i could not come up with a word,dorm,dorm,0,0
1,Restudy,8,10,5,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Restudy,8,10,5,28,mast,mast,mast,mast,mast,0,0
1,Restudy,8,10,5,29,adhere,adhere,adhere,adhere,adhere,0,0
1,Restudy,8,10,5,30,find,find,find,find,find,0,0
1,Restudy,8,10,5,31,sum,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,29,0
1,Restudy,8,10,5,32,wassuh,wassahh,wassuhh,wassuhh,wassuhh,1,0
1,Restudy,8,10,5,33,using,using,using,using,using,0,0
1,Restudy,8,10,5,34,mean,mean,mean,mean,mean,0,0
1,Restudy,8,10,5,35,germ,germ,germ,germ,germ,0,0
1,Restudy,8,10,5,36,luge,luge,luge,luge,luge,0,0
1,Restudy,8,10,5,37,talk,take,taje,take,take,2,0
1,Restudy,8,10,5,38,charm,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,27,0
1,Restudy,8,10,5,39,i cannot remember,claw,claw,claw,claw,16,1
1,Restudy,8,10,5,40,adieu,adieu,adieu,adieu,adieu,0,0
1,Restudy,8,10,5,41,sandy,sandy,sandy,sandy,sandy,0,0
1,Restudy,8,10,5,42,same,i could not come up with  a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,29,0
1,Restudy,8,10,5,43,puff,puff,puff,puff,puff,0,0
1,Restudy,8,10,5,44,vacuum,vacuum,vacuum,vacuum,vacuum,0,0
1,Restudy,8,10,5,45,chase,i could not come up with a word,chase,chase,chase,0,0
1,Restudy,8,10,5,46,charm,charm,charm,charm,charm,0,0
1,Restudy,8,10,5,47,brie,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,30,0
1,Restudy,8,10,5,48,brie,brie,brie,brie,brie,0,0
1,Restudy,8,11,6,1,i cannot remember,girl,woman,girl,girl,15,1
1,Restudy,8,11,6,2,fry,fry,fry,yolk,fry,0,0
1,Restudy,8,11,6,3,chocolate,chocolate,chocolate,chomp,chocolate,0,0
1,Restudy,8,11,6,4,lasso,leash,lasso,lasso,lasso,0,0
1,Restudy,8,11,6,5,remember,remember,momento,remember,remember,0,0
1,Restudy,8,11,6,6,funny,untrue,funny,untrue,untrue,0,0
1,Restudy,8,11,6,7,hand-dug,hand-dug,dig,hand-dug,hand-dug,0,0
1,Restudy,8,11,6,8,ten,line,ten,story,story,0,0
1,Restudy,8,11,6,9,table,abide,table,abide,abide,0,0
1,Restudy,8,11,6,10,mate,morgue,maim,maim,maim,2,0
1,Restudy,8,11,6,11,i cannot remember,eat,martini,martini,martini,15,1
1,Restudy,8,11,6,12,busted,botany,sustain,botany,botany,4,0
1,Restudy,8,11,6,13,i cannot remember,pick,pamper,pick,pick,13,1
1,Restudy,8,11,6,14,bird,fly,bird,bird,bird,0,0
1,Restudy,8,11,6,15,goo,goo,goo,goo,goo,0,0
1,Restudy,8,11,6,16,far,far,rides,far,far,0,0
1,Restudy,8,11,6,17,hairy,hair,fine,hair,hairy,0,0
1,Restudy,8,11,6,18,smoke,roll,pump,pump,pump,4,0
1,Restudy,8,11,6,19,i cannot remember,gaze,pane,pane,pane,14,1
1,Restudy,8,11,6,20,bury,bury,body,bury,bury,0,0
1,Restudy,8,11,6,21,salad,save,allah,allah,allah,3,0
1,Restudy,8,11,6,22,lame,enlighten,explaination,explaination,explaination,7,0
1,Restudy,8,11,6,23,destiny,destiny,destiny,destiny,destiny,0,0
1,Restudy,8,11,6,24,rush,cheat,sway,sway,sway,4,0
1,Restudy,8,11,6,25,i canno remember,fight,ole,ole,ole,14,1
1,Restudy,8,11,6,26,dig,dream,sleep,sleep,sleep,4,0
1,Restudy,8,11,6,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Restudy,8,11,6,28,mast,mast,masts,masts,masts,0,0
1,Restudy,8,11,6,29,admire,admire,adhere,admire,admire,0,0
1,Restudy,8,11,6,30,fine,find,find,find,find,1,0
1,Restudy,8,11,6,31,some,i could not come up with a word,suffer,suffer,suffer,4,0
1,Restudy,8,11,6,32,whatsup,whatsup,waste,whatsup,whatsup,0,0
1,Restudy,8,11,6,33,lullaby,lullaby,sing,lullaby,lullaby,0,0
1,Restudy,8,11,6,34,admit,mouth,mouth,mouth,mouth,5,0
1,Restudy,8,11,6,35,i cannot remember,heal,healed,heal,heal,15,1
1,Restudy,8,11,6,36,luge,luge,luge,luge,luge,0,0
1,Restudy,8,11,6,37,talk,take,separate,leave,leave,2,0
1,Restudy,8,11,6,38,i cannot remember,change,croak,croak,croak,14,1
1,Restudy,8,11,6,39,fly,claw,claw,claw,claw,3,0
1,Restudy,8,11,6,40,i cannot remember,dual,adversary,dual,dual,15,1
1,Restudy,8,11,6,41,sand,shadow,sand,sandy,sandy,0,0
1,Restudy,8,11,6,42,made,mud,animals,animals,animals,2,0
1,Restudy,8,11,6,43,path,cough,flu,cough,cough,4,0
1,Restudy,8,11,6,44,i cannot remember,vacuum,dirty,vacuum,vacuum,15,1
1,Restudy,8,11,6,45,change,shell,crack,crack,crack,4,0
1,Restudy,8,11,6,46,change,family,change,change,change,0,0
1,Restudy,8,11,6,47,i cannot remember,unique,untrue,unique,unique,13,1
1,Restudy,8,11,6,48,i cannot remember,i could not come up with a word,brie,binge,brie,15,1
1,Restudy,8,13,7,1,lemon,lemon,lemon,lemon,lemon,0,0
1,Restudy,8,13,7,2,yea,yolk,yolk,yolk,yolk,3,0
1,Restudy,8,13,7,3,i didn't have one,chicken,i could not come up with a word,i could not come up with a word,i coulf not come up wiurhg aword,14,1
1,Restudy,8,13,7,4,nope,lesscold,lesscold,less cold,lesscold,7,0
1,Restudy,8,13,7,5,nope,remember,remember,remember,remember,7,0
1,Restudy,8,13,7,6,nope,no fun,no fun,no fun,no fun,4,0
1,Restudy,8,13,7,7,i need a hand,need a hand in the trenches,i need a hand from you to get out of this trench,i need a hand,need a hand,0,0
1,Restudy,8,13,7,8,utencil,utencil,utencil,utencil,utencil,0,0
1,Restudy,8,13,7,9,taboo,taboo,taboo,taboo,taboo,0,0
1,Restudy,8,13,7,10,mate,soul mate,soulmate,soulmate,soulmate,4,0
1,Restudy,8,13,7,11,i didn't have one,martini,martini,martini,martini,15,1
1,Restudy,8,13,7,12,busting,busting vegetables,busting vegetables,busting vegetables,busting vegetables,11,0
1,Restudy,8,13,7,13,mama,mama,mama,mama,mama,0,0
1,Restudy,8,13,7,14,wings,birds,birds,birds,birds,3,0
1,Restudy,8,13,7,15,nope,poopfly,poopfly,poopfly,poopfly,5,0
1,Restudy,8,13,7,16,hmmm,ferrari,ferrari,ferrari,ferrari,7,0
1,Restudy,8,13,7,17,riri hair,riri hair,riri hair,riri hair,riri hair,0,0
1,Restudy,8,13,7,18,pipe,big enclosed pipe,big enclosed pipe,big enclosed pipe,big enclosed pipe,13,0
1,Restudy,8,13,7,19,i didn't have one,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not com e upw ith a wrod,22,1
1,Restudy,8,13,7,20,cab,cave,cave,cave,cave,2,0
1,Restudy,8,13,7,21,salad,say alla,say alla,say allah,say allah,5,0
1,Restudy,8,13,7,22,eliminate,element,element,element,element,4,0
1,Restudy,8,13,7,23,destiny,i could not come up with a word,destiny,destiny,destiny,0,0
1,Restudy,8,13,7,24,goldrush,i could not come up with a word,goldrush,goldrush,goldrush,0,0
1,Restudy,8,13,7,25,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not conme up wutga  wird,28,0
1,Restudy,8,13,7,26,nope,god sleep,god sleep,god sleep,god sleep,7,0
1,Restudy,8,13,7,27,tumble,tumble,tumble,tumble,tumble,0,0
1,Restudy,8,13,7,28,mashup,mashup with ocean,ocean mashup,ocean mashup,oceanmashup,5,0
1,Restudy,8,13,7,29,nope,fam,i could not come up with a word,i could not come up with a word,ii could not come up with a word,4,0
1,Restudy,8,13,7,30,find,find,find,find,find,0,0
1,Restudy,8,13,7,31,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not com eup witha wird,27,0
1,Restudy,8,13,7,32,whhaasssaaaa,whasssaaaaaa,whassssaaaa,whaasssaaaa,whassaaaaa,1,0
1,Restudy,8,13,7,33,u sing to me,you sing me,you sing to me,you sing to me,you sing to me,2,0
1,Restudy,8,13,7,34,yadamean,yadamean?,yadamean,yadamean,yadamean,0,0
1,Restudy,8,13,7,35,nope,jab,jab,jab,jab,4,0
1,Restudy,8,13,7,36,hmm,i could not come up with a word,i could not come up with a word,i could not come up with a word,i couldn ot come upw tiha a wrd,30,0
1,Restudy,8,13,7,37,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i ocould nt ocoem  uwuga a wirtd,28,0
1,Restudy,8,13,7,38,churro,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up ewith s word,28,0
1,Restudy,8,13,7,39,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a weowrd,28,0
1,Restudy,8,13,7,40,nope,adult,adult,adult,adult,5,0
1,Restudy,8,13,7,41,sandy,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could nto come up wuith awird,30,0
1,Restudy,8,13,7,42,same,same attitude,same attitude,same attitude,same attitude,9,0
1,Restudy,8,13,7,43,puff,puff,puff,puff,puff,0,0
1,Restudy,8,13,7,44,nope,broom,broom,broom,broom,4,0
1,Restudy,8,13,7,45,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i cuold not come up wirth a wird,28,0
1,Restudy,8,13,7,46,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i couldn ont vome uop wuthg a ewrtd,28,0
1,Restudy,8,13,7,47,nope,you finessin me,you finessed me,you finessed me,you finessed me,13,0
1,Restudy,8,13,7,48,nope,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,28,0
1,Restudy,8,15,8,1,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,2,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,3,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,4,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,5,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,6,i do not remember,i could not come up with a word.,fake news,fake news,fake news,14,1
1,Restudy,8,15,8,7,hand dug hole,hand dig hole,hand dug hole,hand dug hole,hand dug hole,0,0
1,Restudy,8,15,8,8,stanza,stanzas,stanza,stanza,stanza,0,0
1,Restudy,8,15,8,9,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,10,,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,32,1
1,Restudy,8,15,8,11,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,12,busty yield,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,27,0
1,Restudy,8,15,8,13,panda soft,panda soft,panda soft,panda soft,panda soft,0,0
1,Restudy,8,15,8,14,wings,wings or flying,wings fly where,i could not come up with a word.,i could not come up with a word.,10,0
1,Restudy,8,15,8,15,worm,boo worm,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,4,0
1,Restudy,8,15,8,16,i do not remember,far ride animal,far ride animal,far ride animal,far ride animal,15,1
1,Restudy,8,15,8,17,i do not remember,cloth,cloth,cloth,cloth,15,1
1,Restudy,8,15,8,18,pipe,pipe,pipe,pipe,pipe,0,0
1,Restudy,8,15,8,19,i do not remember,plaza,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,17,1
1,Restudy,8,15,8,20,bury,bury,bury,bury,bury,0,0
1,Restudy,8,15,8,21,i do not remember,salam ulekum,salam ulekum,salam ulekum,salam ulekum,15,1
1,Restudy,8,15,8,22,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,23,i do not remember,destiny,destiny,destiny,destiny,15,1
1,Restudy,8,15,8,24,rush,rush wash,rush wash,rush wash,rush wash,5,0
1,Restudy,8,15,8,25,i do not remember,bs,bs,bs,bs,16,1
1,Restudy,8,15,8,26,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,27,tumbling animal,tumbling animal,tumbling animal,tumbling animal,tumbling animal,0,0
1,Restudy,8,15,8,28,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,29,i do not remember,obama,obama,obama,obama,15,1
1,Restudy,8,15,8,30,i do not remember,fine shiny things,fine shiny things,fine shiny things,fine shiny things,16,1
1,Restudy,8,15,8,31,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,32,whatsupppp,whatsupppp,whatsupppp,whatsupppp,whatsupppp,0,0
1,Restudy,8,15,8,33,lullaby,lullaby,sing lullaby,i could not come up with a word.,i could not come up with a word.,0,0
1,Restudy,8,15,8,34,i do not remember,i could not come up with a word.,i could not come up with a word.,loyalty,loyalty,15,1
1,Restudy,8,15,8,35,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,36,i do not remember,luge,luge,luge,luge,16,1
1,Restudy,8,15,8,37,i do not remember,take lock,take lock,take lock,take lock,15,1
1,Restudy,8,15,8,38,i do not remember,ribbet,ribbet,ribbet,ribbet,14,1
1,Restudy,8,15,8,39,mogwli,claw,claw,claw,claw,5,0
1,Restudy,8,15,8,40,i do not remember,adversary,adversary,adversary,adversary,15,1
1,Restudy,8,15,8,41,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,42,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,43,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,44,vacuum cleaner,vacuum,vacuum,vacuum,vacuum,8,0
1,Restudy,8,15,8,45,i do not remember,cha cha,cha cha,cha cha,cha cha 's,15,1
1,Restudy,8,15,8,46,i do not remember,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,21,1
1,Restudy,8,15,8,47,bikini?,fake,i could not come up with a word.,fake,fake,6,0
1,Restudy,8,15,8,48,i did not write one,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,i could not come up with a word.,20,1
1,Restudy,8,17,9,1,i cannot recall,luearl,luearl,luearl,luearl,12,1
1,Restudy,8,17,9,2,i cannot recall,yagg,yagg,yagg,yagg,14,1
1,Restudy,8,17,9,3,i cannot recall,chakod,chakood,chakood,chaood,13,1
1,Restudy,8,17,9,4,i cannot recall,lesarf,lesarf,lesarf,lesarf,13,1
1,Restudy,8,17,9,5,i cannot recall,rembament,remament,remament,remament,13,1
1,Restudy,8,17,9,6,i cannot recall,fanumor,funumor,fanumor,fanumor,12,1
1,Restudy,8,17,9,7,i cannot recall,handarench,hanrench,hanench,hanench,11,1
1,Restudy,8,17,9,8,i cannot recall,utenoem,utem,utenem,utem,12,1
1,Restudy,8,17,9,9,,tabitor,tabictor,tabtor,tantor,6,1
1,Restudy,8,17,9,10,i cannot recall,maitorpse,maitorpse,maitpse,maitpse,12,1
1,Restudy,8,17,9,11,i cannot recall,zeitves,zeitives,zeitives,zaitves,12,1
1,Restudy,8,17,9,12,i cannot recall,i could not come up with a word,busten,busden,bustden,13,1
1,Restudy,8,17,9,13,i cannot recall,pamton,pamton,pamton,pamton,13,1
1,Restudy,8,17,9,14,i cannot recall,clingy,winloud,winoud,winloud,13,1
1,Restudy,8,17,9,15,i cannot recall,buugot,bugot,bugot,bugot,13,1
1,Restudy,8,17,9,16,i cannot recall,farse,farse,farse,farse,13,1
1,Restudy,8,17,9,17,i cannot recall,harilk,harilk,harilk,harilk,12,1
1,Restudy,8,17,9,18,i cannot recall,pirrel,pirrel,pirrel,pirrel,12,1
1,Restudy,8,17,9,19,i cannot recall,paztain,paztain,paztain,paztain,12,1
1,Restudy,8,17,9,20,i cannot recall,kaburave,kabave,kave,kave,12,1
1,Restudy,8,17,9,21,i cannot recall,sayer,sayer,sayer,sayer,13,1
1,Restudy,8,17,9,22,i cannot recall,elience,elience,elience,elience,13,1
1,Restudy,8,17,9,23,i cannot recall,destom,destom,destom,destom,14,1
1,Restudy,8,17,9,24,i cannot recall,rushibe,rusibe,rushibe,rushibe,14,1
1,Restudy,8,17,9,25,i cannot recall,fahull,fahull,fahull,fahull,12,1
1,Restudy,8,17,9,26,i cannot recall,godotress,godtress,godtress,godtress,11,1
1,Restudy,8,17,9,27,i cannot recall,tumkey,tumkey,tumkey,tumkey,14,1
1,Restudy,8,17,9,28,i cannot recall,mashoat,mashoat,mashoat,mashoat,12,1
1,Restudy,8,17,9,29,i cannot recall,adhanor,adhanor,adhanor,adhanor,11,1
1,Restudy,8,17,9,30,i cannot recall,dafisure,dafsure,dafsure,dafsure,12,1
1,Restudy,8,17,9,31,i cannot recall,sumoison,sumson,sumson,sumson,14,1
1,Restudy,8,17,9,32,i cannot recall,wasure,wasure,wasure,wasure,12,1
1,Restudy,8,17,9,33,i cannot recall,useep,useep,useep,useep,14,1
1,Restudy,8,17,9,34,i cannot recall,yamath,yamath,yamath,yamth,13,1
1,Restudy,8,17,9,35,i cannot recall,jeround,jeround,jeround,jeround,14,1
1,Restudy,8,17,9,36,i cannot recall,thelow,thelnow,thenow,thenow,13,1
1,Restudy,8,17,9,37,i cannot recall,talaroce,talavorce,talorce,taoce,11,1
1,Restudy,8,17,9,38,i cannot recall,churog,churog,churog,chog,13,1
1,Restudy,8,17,9,39,i cannot recall,kaarab,kaarab,kaarab,kaarab,12,1
1,Restudy,8,17,9,40,i cannot recall,ademy,ademy,ademy,ademy,13,1
1,Restudy,8,17,9,41,i cannot recall,sanroud,sanroud,sanoud,sanoud,12,1
1,Restudy,8,17,9,42,i cannot recall,samure,samure,samure,samure,12,1
1,Restudy,8,17,9,43,i cannot recall,pafung,pang,pang,pang,13,1
1,Restudy,8,17,9,44,i cannot recall,vumust,vumust,vamust,vumust,13,1
1,Restudy,8,17,9,45,i cannot recall,chyster,chazster,chyster,chyster,12,1
1,Restudy,8,17,9,46,i cannot recall,chaciety,chaciety,chaciety,chaciety,13,1
1,Restudy,8,17,9,47,i cannot recall,ubigery,ubigery,ubigery,ubigery,14,1
1,Restudy,8,17,9,48,i cannot recall,jibeese,jibeese,jibeese,jibeese,14,1
1,Restudy,8,18,10,1,woman,lemon,lemon,woman,i could not come up with a word,0,0
1,Restudy,8,18,10,2,i cannot remember,guy ferarri,guy ferrari,i could not come up with a word,i could not come up with a wordi could not come up with a word,15,1
1,Restudy,8,18,10,3,i cannot remember,chalk,chalk,hack,i could not come up with a word,16,1
1,Restudy,8,18,10,4,i cannot remember,i could not come up with a word,lasso,sew,i could not come up with a word,15,1
1,Restudy,8,18,10,5,rembrandt,rembrandt,rembrandt,rambo,i could not come up with a word,0,0
1,Restudy,8,18,10,6,fun,fun,fun,note,i coould not come up with a word,0,0
1,Restudy,8,18,10,7,hand,hand eye fight,hand eye fight,i could not come up with a word,i could not come up with a word,10,0
1,Restudy,8,18,10,8,utensil,tense,utility,i could not come up with a word,i could not come up with a word,3,0
1,Restudy,8,18,10,9,bib,bib,bib,tab,bribe,0,0
1,Restudy,8,18,10,10,i cannot remember,mighty,mighty,mate,i could not come up with a word,14,1
1,Restudy,8,18,10,11,i cannot remember,tuna,tuna,eat,i could not come up with a word,15,1
1,Restudy,8,18,10,12,bostani,pakistani,stand,tan,i could not come up with a word,3,0
1,Restudy,8,18,10,13,panda,panda,mamba,i could not come up with a word,i could not come up with a word,0,0
1,Restudy,8,18,10,14,wings,wings,wings,wings,i could not come up with a word,0,0
1,Restudy,8,18,10,15,i cannot remember,boo,boo,butt,i could not come up with a word,16,1
1,Restudy,8,18,10,16,i cannot remember,horsey,horsey,arse,i could not come up with a word,14,1
1,Restudy,8,18,10,17,i cannot remember,rip,i could not come up with a word,hair,i could not come up with a word,15,1
1,Restudy,8,18,10,18,pipe,pipe,pipe,pipe,i could not come up with a word,0,0
1,Restudy,8,18,10,19,plaza,plaza,plaza,piazza,i could not come up with a word,0,0
1,Restudy,8,18,10,20,cab,cab,bury,abe,i could not come up with a word,0,0
1,Restudy,8,18,10,21,alah,i could not come up with a word,alah,say,i could not come up with a word,0,0
1,Restudy,8,18,10,22,eliminate,eliminate,eliminate,moo,i could not come up with a word,0,0
1,Restudy,8,18,10,23,destroy,destroy,destroy,dust,i could not come up with a word,0,0
1,Restudy,8,18,10,24,rush,wage,wage,rush,i could not come up with a word,0,0
1,Restudy,8,18,10,25,i cannot remember,fatal,fall,halt,i could not come up with a word,15,1
1,Restudy,8,18,10,26,god,god,god,good,i could not come up with a word,0,0
1,Restudy,8,18,10,27,i cannot remember,tumble,tumble,spill,i could not come up with a word,14,1
1,Restudy,8,18,10,28,mushulu,mushulu,mushulu,mash,i could not come up with a word,0,0
1,Restudy,8,18,10,29,kharma,honor,harm,adhamana,i could not come up with a word,2,0
1,Restudy,8,18,10,30,dasani,dasani,dasani,find,i could not come up with a word,0,0
1,Restudy,8,18,10,31,sum,i could not come up with a word,i could not come up with a word,sum,i could not come up with a word,0,0
1,Restudy,8,18,10,32,wassup,wasssup,wasssup,wassabi,i could not come up with a word,1,0
1,Restudy,8,18,10,33,sing,sing,sing,us,i could not come up with a word,0,0
1,Restudy,8,18,10,34,mouse,mouth,mouth,yam,i could not come up with a word,2,0
1,Restudy,8,18,10,35,i cannot remember,hurt,hurt,era,jared,14,1
1,Restudy,8,18,10,36,luge,luge,luge,i could not come up with a word,i could not come up with a word,0,0
1,Restudy,8,18,10,37,chalk,talk,talk,lack,i could not come up with a word,2,0
1,Restudy,8,18,10,38,i cannot remember,i could not come up with a word,i could not come up with a word,i could not come up with a word,i could not come up with a word,21,1
1,Restudy,8,18,10,39,kaat,kaarab,kaarab,kat,i could not come up with a word,1,0
1,Restudy,8,18,10,40,arduino,arduino,audi,pooey,i could not come up with a word,0,0
1,Restudy,8,18,10,41,i cannot remember,panda,panda,sand,i could not come up with a word,15,1
