V1,V2,V3,V4,V5,V7,V8,V9,V10,FAE,Order,Condition,Q1,Q2,Q3,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q29,Q30,Q32,DV_1,Gender,Gender_TEXT,Age,Ethnicity,Ethnicity_TEXT,Religion,Religion_TEXT,Q37,Q38,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q62,Q58,Q60,Q62,Q64,Q66,Q68,Q70,Q72,Q74,Q76,Q78,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q64,Q66,Q68,Q40,Q41,Q42,Q43,Q83,LocationLatitude,LocationLongitude,LocationAccuracy
R_V1OMaYuYL3itKx3,Default Response Set,Anonymous,,,0,1/23/17 9:43,1/23/17 9:56,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,37.324,0,1,1,0,0,35.039,0,1,1,0,0,32.127,0,1,1,0,0,32.384,0,1,2,1,99,2,,18,3,,1,,1,3,,,,6,3,4,3,6,4,1,6,6,4,4,6,6,7,1,4,2,2,2,3,1,4,3,5,4,4,5,3,5,1,4,4,4,5,3,1,1,1,Yes,No,I think relationship is the political aspect.,No,1,38.08880615,-78.55919647,-1
R_2YLDMCCIkpAAcnG,Default Response Set,Anonymous,,,0,1/23/17 9:58,1/23/17 10:05,1,Pro,FAE First,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,33.64,0,1,1,0,0,33.324,0,1,1,0,0,33.4,0,1,1,0,0,35.652,0,1,1,1,100,2,,18,3,,1,,1,3,1,1,1,2,2,4,3,4,3,1,5,6,4,4,6,5,6,1,4,2,3,2,4,1,3,4,5,5,4,5,4,5,1,4,4,5,5,4,,,,Yes,No,Politics and Religion,No,1,38.08880615,-78.55919647,-1
R_2w0P7h5vrv6v3DG,Default Response Set,Anonymous,,,0,1/23/17 9:58,1/23/17 10:09,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,33.576,0,1,1,0,0,33.784,0,1,1,0,0,31.263,0,1,1,0,0,31.903,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,30,2,,20,1,,11,,1,2,,,,6,5,2,2,6,3,1,6,7,5,6,6,6,6,1,3,2,2,2,2,1,3,2,7,7,6,6,4,6,1,4,4,5,5,5,1,1,1,yes,no,the thinker painting represents the thinking on the questionaire about discrimination ,no ,1,38.03289795,-78.51370239,-1
R_eQd5m3NERtcdSal,Default Response Set,Anonymous,,,0,1/23/17 10:00,1/23/17 10:09,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,40.211,0,1,1,0,0,32.456,0,1,1,0,0,31.845,0,1,1,0,0,31.958,0,1,2,1,100,2,,23,8,,4,,1,3,1,1,1,2,3,3,2,3,2,1,4,6,4,4,6,6,2,1,3,2,2,2,2,1,2,2,5,4,2,2,2,2,1,4,4,4,4,4,,,,,,,,1,35.46760559,-97.5164032,-1
R_Z2lxne9pHI31nJD,Default Response Set,Anonymous,,,0,1/23/17 10:13,1/23/17 10:22,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,38.953,38.953,41.956,1,1,1,0,0,34.012,0,1,1,0,0,43.783,0,1,1,0,0,37.294,0,1,1,1,70,1,,19,1,,2,,1,1,1,1,1,3,2,3,3,4,3,1,5,6,4,4,5,3,6,1,3,3,3,3,3,1,5,6,6,5,5,6,5,5,1,5,5,5,5,5,,,,Yes,No,Relationship between Religion & Politics.,No.,1,38.03289795,-78.51370239,-1
R_27D4ygWjoODGA9W,Default Response Set,Anonymous,,,0,1/23/17 10:24,1/23/17 10:31,1,Anti,FAE First,Analytic,1,1,2,1,1,0,0,39.789,0,1,1,0,0,85.638,0,1,1,0,0,82.75,0,1,1,0,0,38.726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,64,1,,19,1,,2,,1,3,,,,3,2,2,2,5,3,1,6,6,5,6,6,6,6,1,3,3,3,3,3,1,5,5,6,6,5,5,5,5,1,5,5,5,4,5,1,1,1,Yes,No,Religion & Politics,No,1,38.03289795,-78.51370239,-1
R_277LwJCSmUZNMFI,Default Response Set,Anonymous,,,0,1/23/17 10:28,1/23/17 10:35,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,40.143,0,1,1,0,0,32.005,0,1,1,0,0,33.159,0,1,1,0,0,32.637,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,1,,20,1,,2,,1,3,,,,5,3,2,4,7,4,1,4,4,2,3,3,1,4,1,1,1,1,1,1,1,1,2,4,2,2,5,4,3,1,4,3,3,1,1,1,1,1,Yes,No,The only relationship that I can't pinpoint is the 4 picture questionnaire in study A,No,1,38.03289795,-78.51370239,-1
R_3gNs00qUFRiPykG,Default Response Set,Anonymous,,,0,1/23/17 10:27,1/23/17 10:37,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.568,0,1,1,0,0,32.791,0,1,1,0,0,32.427,0,1,1,0,0,32.395,0,1,2,1,75,2,,18,1,,1,,1,3,1,1,1,3,5,6,2,6,3,1,6,6,5,4,7,6,6,1,3,2,2,2,2,1,5,3,6,4,4,5,3,3,1,6,5,4,5,6,,,,yes,yes,not sure,not really,1,38.08880615,-78.55919647,-1
R_3sczFtgY7Wy86N2,Default Response Set,Anonymous,,,0,1/23/17 11:00,1/23/17 11:10,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,33.67,0,1,1,0,0,32.081,0,1,1,0,0,32.084,0,1,1,0,0,45.643,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,40,2,,18,1,,11,,1,3,,,,2,2,1,4,5,3,1,3,5,2,4,6,5,4,1,1,1,1,2,1,1,2,1,2,6,3,3,5,2,1,5,5,5,1,5,1,1,1,Yes,No,,,1,38.03289795,-78.51370239,-1
R_1oqfAgnIfd914wy,Default Response Set,Anonymous,,,0,1/23/17 10:46,1/23/17 11:10,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,39.191,215.78,250.76,23,1,1,0,0,101.241,0,1,1,38.359,38.359,38.961,1,1,1,0,0,203.994,0,1,2,1,91,2,,20,2,,2,,1,3,,,,6,6,3,4,6,3,1,5,5,5,5,6,5,6,1,3,2,2,1,1,1,5,2,6,6,5,5,5,5,1,4,4,3,2,2,1,1,1,yes,I wasn't asked any questions on the pictures and they were all pretty much the same. ,Trying to judge my belief system ,,1,38.08880615,-78.55919647,-1
R_2DUN72dxxC0YqNz,Default Response Set,Anonymous,,,0,1/23/17 11:03,1/23/17 11:11,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.593,0,1,1,0,0,33.744,0,1,1,0,0,34.692,0,1,1,0,0,33.03,0,1,1,1,3,2,,18,6,,11,,1,1,1,1,1,2,2,3,3,2,4,1,3,3,4,4,6,6,3,1,2,3,1,2,2,1,3,2,5,6,3,4,1,4,1,4,6,6,6,6,,,,Yes,Yes,Relate certain characteristics with opinions?,,1,38.03289795,-78.51370239,-1
R_DquP0K6kaArqxRn,Default Response Set,Anonymous,,,0,1/23/17 11:12,1/23/17 11:24,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,40.303,0,1,1,0,0,31.522,0,1,1,0,0,81.545,0,1,1,0,0,145.606,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,2,,19,10,Asian/White,11,,1,2,,,,5,4,5,6,7,4,1,2,4,1,2,3,3,4,1,3,3,3,3,3,1,5,6,7,7,3,6,7,7,1,5,6,6,3,5,1,1,1,yes,no,N/A,N/A,1,38.08880615,-78.55919647,-1
R_1o7ORei99lRjMXz,Default Response Set,Anonymous,,,0,1/23/17 11:16,1/23/17 11:25,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.628,0,1,1,0,0,33.921,0,1,1,0,0,42.208,0,1,1,0,0,32.419,0,1,2,1,100,2,,18,2,,2,,1,3,1,1,1,3,2,4,1,3,3,1,7,7,6,6,2,6,6,1,4,4,5,4,6,1,6,6,6,6,3,6,6,3,1,5,5,5,5,5,,,,Yes,Yes,,,1,38.08880615,-78.55919647,-1
R_30i4DYe5C6EgYNN,Default Response Set,Anonymous,,,0,1/23/17 11:24,1/23/17 11:30,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.937,3.937,31.701,1,1,1,0,0,36.427,0,1,1,0,0,32.286,0,1,1,0,0,85.793,0,1,2,1,6,2,,19,10,Asian/White,11,,1,3,,,,4,4,5,7,7,4,1,2,3,1,2,6,3,5,1,4,3,3,3,3,1,6,7,7,7,3,7,6,7,1,3,5,6,3,5,1,1,1,yes,no,N/A,N/A,1,38.08880615,-78.55919647,-1
R_2qgvctDK5vAb6Ge,Default Response Set,Anonymous,,,0,1/23/17 11:37,1/23/17 11:46,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,31.806,0,1,1,0,0,33.302,0,1,1,0,0,32.184,0,1,1,0,0,35.958,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,80,1,,19,8,,10,,1,3,1,1,1,2,2,4,4,6,4,1,5,7,3,4,3,5,4,1,3,2,3,2,2,1,2,2,7,6,6,7,5,4,1,4,4,4,4,4,,,,Yes,Yes,The Thinker is reflective of us; you want us to think about affirmative action and how people of different backgrounds think about affirmative action.,Less timed requirement for the Thinker,1,38.08880615,-78.55919647,-1
R_2PCdRukLMAlSWzb,Default Response Set,Anonymous,,,0,1/23/17 11:59,1/23/17 12:11,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.634,0,1,1,0,0,35.511,0,1,1,0,0,31.497,0,1,1,0,0,33.404,0,1,2,1,50,1,,22,1,,12,Agnostic,1,3,1,1,1,1,1,2,4,2,4,1,3,5,3,3,4,4,5,1,2,1,2,1,1,1,2,5,5,5,1,2,2,1,1,1,2,2,2,3,,,,Yes,No,Interpretations,no,1,38.82090759,-77.28910065,-1
R_1r7AZIdYkwF8sXA,Default Response Set,Anonymous,,,0,1/23/17 12:10,1/23/17 12:21,1,Anti,FAE Second,Analytic,1,1,1,1,1,24,25.711,35.961,2,1,1,0,0,35.62,0,1,1,0,0,50.822,0,1,1,0,0,45.822,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,2,,2,,1,3,,,,5,5,5,3,7,2,1,6,6,5,6,6,7,7,1,2,2,2,1,1,1,6,7,7,7,7,7,5,7,1,6,4,5,5,6,1,1,1,no,"yeah, you said there would be an essay after the instructions and there was none, it was before the dr. whoever stuff",none,clearer instructions,1,38.08880615,-78.55919647,-1
R_2tsYprE7mO1BAmC,Default Response Set,Anonymous,,,0,1/23/17 12:18,1/23/17 12:37,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,33.106,0,1,1,0,0,35.867,0,1,1,33.37,33.37,33.909,1,1,1,0,0,33.951,0,1,1,1,2,2,,19,1,,11,,1,3,,,,6,6,6,2,5,5,1,6,6,3,7,4,6,4,1,3,2,2,4,2,1,6,6,6,7,6,7,5,7,1,7,6,6,6,7,1,1,1,yes,yes,Perhaps participants who viewed the images first before answering the questions may have answered differently had they viewed the images after the questions.,N/a,1,38.08880615,-78.55919647,-1
R_3sBw6oscuJ3BNWI,Default Response Set,Anonymous,,,0,1/23/17 12:52,1/23/17 13:02,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,33.978,0,1,1,0,0,32.175,0,1,1,0,0,33.115,0,1,1,28.775,28.775,32.347,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,8,2,,20,6,,11,,1,3,1,1,1,2,2,3,4,3,4,1,4,6,3,4,5,6,5,1,3,3,2,3,3,1,3,3,5,5,5,6,5,4,1,6,5,4,5,4,,,,yes,no,personal beliefs/values,,1,37.9875946,-78.6085968,-1
R_10TRwBeAmM5IcFJ,Default Response Set,Anonymous,,,0,1/23/17 13:09,1/23/17 13:22,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,35.836,0,1,1,0,0,32.735,0,1,1,0,0,34.82,0,1,1,0,0,32.727,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,20,1,,2,,1,3,1,1,1,4,5,4,4,5,5,1,5,6,4,4,6,5,6,1,2,3,5,5,1,1,5,5,5,6,6,7,5,5,1,3,3,3,4,5,,,,Yes,no,how we see the world a view perspectives around us,define more fully affirmative action,1,38.08880615,-78.55919647,-1
R_Y4XZFoHrKctzweR,Default Response Set,Anonymous,,,0,1/23/17 13:25,1/23/17 13:31,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.741,16.565,32.394,2,1,1,33.24,33.24,33.775,1,1,1,0,0,33.961,0,1,1,55.081,55.081,55.426,1,1,2,1,91,2,,19,1,,2,,1,3,,,,2,5,6,4,6,1,1,7,7,2,2,7,3,3,1,3,4,6,2,5,1,1,5,6,4,5,5,4,4,1,4,7,4,7,1,1,1,1,yes ,no,yes,no,1,38.03289795,-78.51370239,-1
R_9zgG4x10a1azOQ9,Default Response Set,Anonymous,,,0,1/23/17 13:22,1/23/17 13:39,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.848,5.583,38.414,4,1,1,0,0,33.453,0,1,1,7.043,7.962,36.609,4,1,1,0,0,33.935,0,1,2,1,50,2,,21,1,,11,,1,3,,,,6,3,4,3,6,4,1,5,6,4,5,6,3,7,1,4,5,6,3,1,1,7,7,7,7,7,7,6,7,1,6,6,5,5,6,1,1,1,Yes,No,The answers in one might influence the answers in another (e.g. belonging to a minority and attitude towards affirmative action),,1,38.08880615,-78.55919647,-1
R_2wEslO9rOT3DFXo,Default Response Set,Anonymous,,,0,1/23/17 13:40,1/23/17 13:53,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,34.923,0,1,1,0,0,35.093,0,1,1,0,0,33.132,0,1,1,0,0,34.311,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,5,,10,,1,3,1,1,1,2,2,3,3,3,2,1,5,7,3,4,6,7,7,1,3,4,3,2,2,1,2,3,2,5,2,3,2,2,1,4,4,3,2,2,,,,yes,no,thought,Elaborate a tad bit more.,1,38.08880615,-78.55919647,-1
R_3dJRN8bNNa2w1aC,Default Response Set,Anonymous,,,0,1/23/17 13:46,1/23/17 13:56,1,Anti,FAE Second,Analytic,1,1,2,1,1,7.886,94.397,94.859,3,1,1,2.511,2.511,56.445,1,1,1,0,0,31.946,0,1,1,0,0,77.422,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,92,2,,19,3,,10,,1,3,,,,7,6,5,2,2,4,1,7,7,6,7,7,7,7,1,4,3,2,2,1,1,4,2,6,6,6,6,6,5,1,6,6,6,5,5,1,1,1,Yes,No,N/A,No,1,38.03289795,-78.51370239,-1
R_Wd3Jy8V2ASogs6J,Default Response Set,Anonymous,,,0,1/23/17 14:03,1/23/17 14:21,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.099,0,1,1,0,0,38.497,0,1,1,0,0,38.815,0,1,1,0,0,33.798,0,1,2,1,100,2,,21,1,,1,,1,3,1,1,1,5,6,3,6,6,4,1,3,3,2,2,4,3,3,1,5,2,4,2,2,1,3,5,6,5,3,5,3,3,1,2,2,2,1,4,,,,yes,no,each mini-study forces me to analyze my own perspective of whatever it is I'm being asked to do.,,1,38.03289795,-78.51370239,-1
R_1jwfOdeVoDRXgBq,Default Response Set,Anonymous,,,0,1/23/17 14:04,1/23/17 14:27,1,Anti,FAE First,Analytic,1,1,1,1,1,2.643,2.643,33.087,1,1,1,0,0,33.29,0,1,1,0,0,34.205,0,1,1,32.676,32.676,33.764,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,95,2,,19,2,,2,,1,3,,,,4,4,4,4,4,3,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,4,4,4,4,4,1,1,1,Yes,No,I don't know,No,1,38.08880615,-78.55919647,-1
R_QhzhwZyKLgRRKKd,Default Response Set,Anonymous,,,0,1/23/17 14:22,1/23/17 14:32,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,42.901,0,1,1,0,0,32.463,0,1,1,0,0,33.059,0,1,1,0,0,33.314,0,1,1,1,100,6,,19,3,,1,,1,3,1,1,1,2,3,5,3,5,5,1,5,6,3,3,2,1,1,1,2,1,3,1,1,1,3,2,6,2,1,1,2,2,1,2,1,1,3,2,,,,Yes,No,I don't know,N/A,1,38.08880615,-78.55919647,-1
R_2DSS43clcVN3DMT,Default Response Set,Anonymous,,,0,1/23/17 14:30,1/23/17 14:37,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,32.42,0,1,1,0,0,32.716,0,1,1,0,0,33.062,0,1,1,0,0,34.68,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,2,,2,,1,3,1,1,1,3,4,6,2,4,3,1,6,7,6,7,7,7,7,1,2,1,2,2,1,1,2,3,4,6,3,7,6,7,1,6,6,6,7,6,,,,yes,"yes, the pictures, all the same",diversity,,1,38.03289795,-78.51370239,-1
R_eKjIOL2pdgob1ux,Default Response Set,Anonymous,,,0,1/23/17 14:47,1/23/17 15:01,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,37.742,0,1,1,0,0,34.035,0,1,1,0,0,33.173,0,1,1,0,0,32.29,0,1,2,1,61,2,,18,7,,11,,1,3,,,,2,2,2,2,5,4,1,7,7,2,3,6,6,7,1,2,1,6,5,2,1,3,1,5,7,7,6,7,7,1,5,4,5,2,3,1,1,1,yes,the series of pictures seemed to have no correlation with the other two studies,there is a general theme of discrimination/political views (except the four picture mini study),,1,38.08880615,-78.55919647,-1
R_1gB0fHxlWG3k1xm,Default Response Set,Anonymous,,,0,1/23/17 14:50,1/23/17 15:02,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.39,0,1,1,0,0,40.689,0,1,1,0,0,31.585,0,1,1,0,0,37.408,0,1,2,1,100,1,,20,1,,10,,1,3,,,,4,2,6,3,5,4,1,5,6,3,3,6,5,6,1,5,2,3,7,2,1,3,3,3,3,2,7,5,1,1,5,6,6,6,6,1,1,1,Yes,No,Perhaps incorporating the images was supposed to set some kind of precedent for the questions,No,1,37.9539032,-78.35839844,-1
R_1K78viryKtycr1C,Default Response Set,Anonymous,,,0,1/23/17 14:55,1/23/17 15:04,1,Pro,FAE Second,Analytic,1,1,3,1,1,0,0,33.532,0,1,1,0,0,32.703,0,1,1,0,0,31.719,0,1,1,0,0,32.863,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,99,2,,20,1,,2,,1,1,1,1,1,5,5,2,2,7,4,1,6,6,6,7,7,7,7,1,2,1,1,1,2,1,5,3,6,7,5,7,6,5,1,3,4,4,3,3,,,,Yes,The naked man sculpture,I don't know,No,1,37.9875946,-78.6085968,-1
R_viE0J8gSuQodr7r,Default Response Set,Anonymous,,,0,1/23/17 14:56,1/23/17 15:08,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,41.584,0,1,1,0,0,33.632,0,1,1,0,0,37.344,0,1,1,21.884,23.682,32.226,4,1,1,1,9,1,,21,1,,1,,1,3,1,1,1,2,2,5,2,6,4,1,6,6,6,6,7,6,6,1,3,2,3,3,2,1,6,3,6,6,6,6,5,5,1,7,7,5,7,6,,,,Yes,No,No real relationship; they're trying to get participants to focus. ,,1,38.08880615,-78.55919647,-1
R_2cBNR67cdR9XOkl,Default Response Set,Anonymous,,,0,1/23/17 15:21,1/23/17 15:31,1,Anti,FAE First,Analytic,1,1,2,1,1,9.455,9.455,35.354,1,1,1,34.173,34.173,35.031,1,1,1,0,0,42.625,0,1,1,0,0,43.937,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,100,2,,20,1,,1,,1,1,,,,2,2,5,4,5,5,1,7,7,1,6,7,7,7,1,5,5,4,3,5,1,6,6,6,5,5,5,6,6,1,3,3,3,5,5,1,1,1,Yes,Yes- the pictures,Relationship between reflecting on thinking? ,NA,1,38.03289795,-78.51370239,-1
R_3e8Dtxh3jujyGue,Default Response Set,Anonymous,,,0,1/23/17 15:35,1/23/17 15:46,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,19.345,36.783,40.516,3,1,1,0,0,32.637,0,1,1,0,0,35.784,0,1,1,0,0,32.535,0,1,2,1,0,2,,18,1,,8,,1,3,,,,5,3,3,3,5,3,1,5,5,3,5,6,6,6,1,2,1,1,2,1,1,5,5,5,6,5,4,4,3,1,5,5,5,6,6,1,1,1,yes,yes,Reading between the lines,no,1,38.08880615,-78.55919647,-1
R_3JeIAaKrj0ZtLBX,Default Response Set,Anonymous,,,0,1/23/17 15:50,1/23/17 15:56,1,Pro,FAE First,Analytic,1,1,3,1,1,0,0,32.872,0,1,1,29.161,29.161,32.654,1,1,1,0,0,33.431,0,1,1,0,0,32.127,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,14,2,,20,1,,11,,1,1,1,1,1,3,4,4,5,6,3,1,3,3,2,3,4,5,4,1,2,1,1,2,1,1,3,3,3,3,2,3,3,3,1,4,3,3,3,3,,,,yes,no,none,no,1,37.9539032,-78.35839844,-1
R_3pXBpENS2OUTi01,Default Response Set,Anonymous,,,0,1/23/17 16:08,1/23/17 16:23,1,Anti,FAE Second,Control,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,45.834,0,1,1,0,0,35.263,0,1,1,0,0,41.756,0,1,1,0,0,34.677,0,1,1,1,100,2,,21,1,,1,,1,3,,,,5,5,2,6,3,3,1,3,3,2,2,4,3,3,1,2,3,3,3,2,1,3,3,3,5,2,3,2,2,1,4,3,3,3,3,1,1,1,yes,pictures ,assessing beliefs on modern racism ,improve essay quality ,1,36.72659302,-79.86669922,-1
R_3PYS7aHlnL0y9mb,Default Response Set,Anonymous,,,0,1/23/17 16:22,1/23/17 16:27,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,34.163,0,1,1,0,0,32.333,0,1,1,0,0,31.89,0,1,1,0,0,31.715,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,8,2,,18,1,,2,,1,3,1,1,1,3,3,2,2,2,2,1,5,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,,,,yes,no,I don't know,nope,1,38.08880615,-78.55919647,-1
R_bBgfkQ9sisPZ7gd,Default Response Set,Anonymous,,,0,1/23/17 16:33,1/23/17 16:41,1,Pro,FAE First,Analytic,1,1,2,1,1,0,0,32.794,0,1,1,0,0,33.428,0,1,1,32.481,32.481,32.995,1,1,1,0,0,33.757,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,55,2,,18,5,,6,,1,1,1,1,1,2,2,3,3,5,4,1,4,5,3,3,2,4,4,1,5,2,3,2,2,1,3,2,3,4,3,3,3,2,1,4,4,4,4,4,,,,yes,no,nothing,no,1,38.08880615,-78.55919647,-1
R_2QKaeCVxUFFbJzC,Default Response Set,Anonymous,,,0,1/23/17 16:28,1/23/17 16:42,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5.525,34.34,35.416,8,1,1,33.087,33.087,34.016,1,1,1,5.54,5.54,68.1,1,1,1,0,0,43.451,0,1,2,1,100,2,,22,8,,4,,1,2,,,,5,6,3,2,7,2,1,3,6,7,6,7,7,7,1,3,1,1,2,3,1,2,2,5,3,3,1,3,1,1,6,3,1,3,5,1,1,1,YES,NO,,,1,38.08880615,-78.55919647,-1
R_3KHnpgSjaxjbDoz,Default Response Set,Anonymous,,,0,1/23/17 16:25,1/23/17 16:43,1,Anti,FAE Second,Control,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,18.919,48.934,54.094,3,1,1,0,0,40.213,0,1,1,0,0,38.444,0,1,1,0,0,34.102,0,1,3,1,40,2,,18,10,White and Asian,11,,1,3,,,,6,6,5,5,4,3,1,6,6,3,4,4,5,7,1,3,2,2,3,1,1,5,3,6,5,6,3,1,3,1,3,4,4,4,5,1,1,1,yes,no,...no comment,not sure what your looking for so no,1,38.08880615,-78.55919647,-1
R_2QnadAlWxKid4cv,Default Response Set,Anonymous,,,0,1/23/17 16:59,1/23/17 17:08,1,Pro,FAE Second,Analytic,1,1,3,1,1,1.905,5.135,32.483,4,1,1,1.712,1.901,32.754,2,1,1,0,0,31.889,0,1,1,0,0,32.09,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,60,1,,18,1,,1,,1,1,1,1,1,4,2,1,2,4,3,1,6,6,3,5,6,6,6,1,3,2,3,3,1,1,5,3,6,6,6,7,2,2,1,6,4,5,6,6,,,,yes,no,religion and appreciation of art and support of progressive ideologies,nope,1,25.81239319,-80.24009705,-1
R_2zr9fVNwdUE81Kr,Default Response Set,Anonymous,,,0,1/23/17 17:04,1/23/17 17:13,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,38.556,0,1,1,0,0,35.938,0,1,1,0,0,32.783,0,1,1,0,0,33.652,0,1,1,1,100,2,,18,1,,2,,1,3,,,,3,2,6,5,6,4,1,5,3,2,2,6,6,6,1,2,2,3,2,2,1,3,2,5,5,5,5,3,3,1,3,4,4,3,4,1,1,1,Yes,Yes,I don't know,n/a,1,38.08880615,-78.55919647,-1
R_22YBEVg9xYv3pyj,Default Response Set,Anonymous,,,0,1/23/17 17:09,1/23/17 17:19,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.034,0,1,1,0,0,32.704,0,1,1,0,0,34.754,0,1,1,0,0,38.267,0,1,2,1,100,1,,18,6,,11,,1,3,,,,6,3,3,2,7,3,1,7,7,4,3,5,7,6,1,2,3,4,2,1,1,7,7,7,7,7,7,2,7,1,4,6,3,5,2,1,1,1,yes,no,There appears to be no relationship,no,1,38.08880615,-78.55919647,-1
R_3nNsAf1dZ2LCpNV,Default Response Set,Anonymous,,,0,1/23/17 17:08,1/23/17 17:22,1,Pro,FAE First,Analytic,1,1,3,1,1,0,0,35.838,0,1,1,0,0,55.875,0,1,1,0,0,33.081,0,1,1,0,0,42.658,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,99,1,,18,3,,11,,1,2,1,1,1,5,6,3,2,2,4,1,5,6,4,4,5,7,6,1,2,2,3,4,2,1,2,1,6,5,5,3,4,3,1,4,5,4,5,6,,,,Yes,No,Social problems and topics.,,1,38.08880615,-78.55919647,-1
